id,part,verse,in_doctrine,in_life_of_oyasama,en_6th_ed,ro,jp1,jp2,kanji,en
84,2,10,,,Do not think this salvation is for the present time alone. It will be the Divine Record for eternity.,kono tasuke ima bakari towa omouna yo   kore matsudai no Koki naru zo ya,このたすけいまばかりとハをもうなよ,これまつたいのこふきなるぞや,この救け今ばかりとは思うなよ   これ末代のこうきなるぞや,"You must not think this salvation is for the present time alone. It shall be the Koki, the Divine Record, for all ages to come."
85,2,11,,,Just a word: you are saying that it is a fit or madness. It is not an illness but the urging of God.,choto hanashi nobose kanteki yute iru   yamai dewa nai Kami no sekikomi,一寸はなしのぼせかんてきゆうている,やまいでハない神のせきこみ　,一寸話逆上せかんてき言うて居る   病では無い神の急き込み　,"Just a word! You say that it is a fit or a distraction. It is not an illness, but the impatient urging of God."
86,2,12,,,"Step by step, I have taught the truth of single-heartedness with God, but you still do not understand.",dandan to shinjitsu Kami no ichijo o   toite kikasedo mada wakari nai,たん／＼としんぢつ神の一ちよふ,といてきかせどまだハかりない,段々と真実神の一条を   説いて聞かせど未だ分かり無い,Step by step I have taught the true way of single-hearted devotion to God. But you have not comprehended it yet.
87,2,13,,,"Though I desire to go forth into the open quickly, I cannot do so because there is no path.",hayabaya to omote deyo to omoedomo   michi ga note wa deru ni deraren,はや／＼とをもてでよふとをもへとも,みちがのふてハでるにでられん,早々と表出ようと思えども   道が無うては出るに出られん,"I desire to go out to the fore quickly, but I cannot do so, because there is no way."
88,2,14,,,"Though I desire to open this path quickly, there is no place else to open it.",kono michi o hayaku tsukeyo to omoedomo   hoka naru toko de tsukeru toko nashi,このみちをはやくつけよとをもへとも,ほかなるとこでつけるとこなし,この道を早く付けようと思えども   他なる所で付ける所無し,"I desire to construct this way quickly, but there is no other place to begin it."
89,2,15,,,"If you are sincere in desiring this path to be, ponder over everything from your innermost heart.",kono michi o shinjitsu omou koto naraba   mune no uchi yori yorozu shiyan se,このみちをしんぢつをもう事ならば,むねのうちよりよろづしやんせ,この道を真実思う事ならば   胸の内より万思案せ,"If you sincerely think of this way, you should ponder over any and everything from your innermost heart."
90,2,16,,,What do you think this talk is about? I am hastening for the places where God's truth is conveyed.,kono hanashi nanno koto ya to omote iru   Kami no uchiwake basho sekikomu,このはなしなんの事やとをもている,神のうちわけばしよせきこむ,この話何の事やと思うて居る   神の打ち分け場所を急き込む,What do you think I am talking about?  I am in haste to found the uchiwake-basho of God.
91,2,17,,,"When this path can be seen, even a little, all minds in the world will become spirited.",kono michi ga choto miekaketa koto naraba   sekai no kokoro mina isami deru,このみちが一寸みゑかけた事ならば,せかいの心みないさみてる,この道が一寸見え掛けた事ならば   世界の心皆勇み出る,"When this way begins to come into sight even a little, the minds of all people of the world will become cheered up."
92,2,18,,,"Listen to whatever God says! If only the cleaning of the Residence is completed,",nani nitemo Kami no yu koto shikato kike   yashiki no soji deketa koto nara,なにゝても神のゆう事しかときけ,やしきのそふぢでけた事なら,何にても神の言う事確と聞け   屋敷の掃除出来た事なら,"Listen attentively to whatever I, God, say! I desire to complete the sweeping of the Residence."
93,2,19,,,"It will soon be seen. Without a moment to look aside, the dust will disappear as if you were dreaming.",mo mieru yokome furu ma mo nai hodoni   yume mita yoni hokori chiru zo ya,もふみへるよこめふるまないほどに,ゆめみたよふにほこりちるぞや,もう見える横目振る間も無い程に   夢見た様に埃散るぞや,"Soon it will come into sight, without a moment to look aside. The dust will be blown away as in a dream."
94,2,20,,,"When this dust is completely swept away, nothing will remain but universal salvation.",kono hokori sukiyaka harota koto naraba   ato wa yorozu no tasuke ichijo,このほこりすきやかはろた事ならば,あとハよろづのたすけ一ちよ,この埃清きやか払ろうた事ならば   後は万の救け一条,"When this dust is completely swept away, nothing will be left but the single-hearted salvation of any  and everything."
95,2,21,,,"Hereafter, I shall hasten the Service step by step, preparing only for universal salvation.",konosaki wa dandan Tsutome sekikonde   yorozu tasuke no moyo bakari o,このさきハたん／＼つとめせきこんで,よろづたすけのもよふばかりを,この先は段々勤め急き込んで   万救けの模様ばかりを,"Henceforth step by step I will hasten to perform the Service, and prepare single-heartedly for the salvation of any and everything."
96,2,22,1,,Illness and pain throughout the world: you do not know that these are the road signs or guidance of God.,sekaiju doko ga ashiki ya itamisho   Kami no michiose tebiki shirazu ni,せかいぢうとこがあしきやいたみしよ,神のみちをせてびきしらすに,世界中何処が悪しきや痛み所   神の道教え手引き知らずに,"In the whole world it is said that some part of the body is afflicted or painful. It is truly a signpost or guidance of God, though you are ignorant of it."
97,2,23,,,"There is nothing in this world that should be called illness. Whenever there is a disorder of the body, ponder deeply.",kono yoni yamai to yute nai hodoni   minouchi sawari mina shiyan seyo,このよふにやまいとゆうてないほどに,みのうちさハりみなしやんせよ,この世に病と言うて無い程に   身の内障り皆思案せよ,"There is nothing in the world indeed that can be called illness. Whenever any disorder may happen in the body, you must ponder over it deeply."
98,2,24,,,"Day after day, God is hastening this salvation. What are all of you thinking about it?",nichinichi ni Kami no sekikomi kono tasuke   mina ichiretsu wa nanto omoteru,にち／＼に神のせきこみこのたすけ,みな一れつハなんとをもてる,日々に神の急き込みこの救け   皆一列は何と思うてる,Day by day God is in haste to save you all. But what are youall thinking of it?
99,2,25,,,"Though it is springwater that fills the pond in the high mountains, yet at its spout, it is mixed with mud.",takayama no oike ni waita mizu naredo   debana wa nigori gomoku majiri de,高山のをいけにハいた水なれど,てバなハにこりごもくまぢりで,高山のお池に湧いた水なれど   出端は濁りごもく混りで,"Though it is the water that springs forth in a pond in the high mountains, yet as it gushes out it is mixed with dirt."
100,2,26,,,"When you calm your mind step by step and ponder, it will change into clear water.",dandan to kokoro shizumete shiyan suru   sundaru mizu to kawari kuru zo ya,だん／＼と心しづめてしやんする,すんだる水とかハりくるぞや,段々と心静めて思案する   澄んだる水と変わり来るぞや,"But when you calm down your heart by degrees and ponder, it will change into clear water."
