id,part,verse,in_doctrine,in_life_of_oyasama,en,ro,jp_1,jp_2
131,3,10,,1,Arrange to clear this water quickly. Purify it by using a filter and sand.,kono mizu o hayaku sumasuru moyodate   suino to suna ni kakete sumase yo,この水をはやくすまするもよふだて,すいのとすなにかけてすませよ
132,3,11,,1,Do not wonder where this filter can be found. Your heart and mouth are the sand and filter.,kono suino doko ni aru ya to omouna yo   mune to kuchi to ga suna to suino ya,このすいのどこにあるやとをもうなよ,むねとくちとがすなとすいのや
133,3,12,,1,"If you quickly understand this talk, I shall put in the central pillar at once.",kono hanashi sumiyaka satori tsuita nara   sono mama ireru shin no hashira o,このはなしすみやかさとりついたなら,そのまゝいれるしんのはしらを
134,3,13,,1,"If only the pillar is firmly established, the whole world will truly settle.",hashira sai shikkari ireta koto naraba   kono yo tashikani osamari ga tsuku,はしらさいしいかりいれた事ならば,このよたしかにをさまりがつく
135,3,14,,,This talk requires only your enlightenment. With enlightenment will come tested proof.,kono hanashi satori bakari de aru hodoni   kore satoritara shoko dameshi ya,このはなしさとりばかりであるほどに,これさとりたらしよこだめしや
136,3,15,1,1,"I am God of Origin, who began the human beings of this world. Yet there may be no one who knows Me.",kono yo no ningen hajime moto no Kami   tare mo shiritaru mono wa arumai,このよふのにんけんはじめもとの神,たれもしりたるものハあるまい
137,3,16,1,1,"I began to teach My providence in the muddy ocean, and you have come to prosper step by step.",doroumi no naka yori shugo oshiekake   sore ga dandan sakan naru zo ya,どろうみのなかよりしゆごふをしへかけ,それがたん／＼さかんなるぞや
138,3,17,,,"This time, I teach single-hearted salvation, beginning once more that which never existed.",konotabi wa tasuke ichijo oshieru mo   kore mo nai koto hajime kakeru de,このたびハたすけ一ぢよをしゑるも,これもない事はしめかけるで
139,3,18,,,"I begin things which have never existed, because I am God, who made the origin.",imamade ni nai koto hajime kakeru no wa   moto koshiraeta Kami de aru kara,いまゝでにない事はじめかけるのわ,もとこしらゑた神であるから
140,3,19,,,"Day after day, the words of God pile up mountainously, stuck in My throat. I cannot speak them, though I so desire.",nichinichi ni Kami no hanashi ga yamayama to   tsukaete aredo toku ni tokaren,にち／＼に神のはなしがやま／＼と,つかゑてあれどとくにとかれん
141,3,20,,,"There is nothing that I cannot teach, but there is no one who listens with a purified mind.",nani nitemo tokaren koto wa nai keredo   kokoro sumashite kiku mono wa nai,なにゝてもとかれん事ハないけれど,心すましてきくものハない
142,3,21,,,"If you quickly purify your mind and listen, I shall give you all of My teachings on everything.",sumiyaka ni kokoro sumashite kiku naraba   yorozu no hanashi mina tokikikasu,すみやかに心すましてきくならば,よろづのはなしみなときゝかす
143,3,22,,,I have put them to a test of certainty in this world. Be convinced that there is no error.,kono yo no tashika tameshi ga kakete aru   kore ni machigai nai to omoe yo,このよふのたしかためしかかけてある,これにまちがいないとをもゑよ
144,3,23,,,"If this test is quickly seen, you will understand that My words are always true.",kono tameshi sumiyaka mieta koto naraba   ikana hanashi mo mina makoto ya de,このためしすみやかみゑた事ならば,いかなはなしもみなまことやで
145,3,24,,,"I shall teach you on any and every matter. Never take it to be false, whatever I may say.",nanimo kamo ikana hanashi mo toku hodoni   nani o yutemo uso to omouna,なにもかもいかなはなしもとくほどに,なにをゆうてもうそとをもうな
146,3,25,,,"It may be difficult to understand the sayings and workings of God, whom you cannot see.",me ni men Kami no yu koto nasu koto wa   nani o suru tomo chotto ni shiremai,めへにめん神のゆう事なす事わ,なにをするとも一寸にしれまい
147,3,26,,,But My teachings can be seen quickly. This will be the proof that cannot be denied.,hayabaya to mieru hanashi de aru hodoni   kore ga tashikana shoko naru zo ya,はや／＼とみへるはなしであるほどに,これがたしかなしよこなるぞや
148,3,27,,,"When you see this, be pleased with whatever you hear. All of My teachings proceed in this way.",kore o mite nani o kiitemo tanoshime yo   ikana hanashi mo mina kono dori,これをみてなにをきいてもたのしめよ,いかなはなしもみなこのどふり
149,3,28,,,"If you have borrowed something from another, you will need to pay interest. Return it quickly with a word of thanks.",hito no mono karitaru naraba ri ga iru de   hayaku hensai re o yu nari,人のものかりたるならばりかいるで,はやくへんさいれゑをゆうなり
150,3,29,,,You are mistaking your child's crying at night. It is not a child's cry; it is God's persuasion.,ko no yonaki omou kokoro wa chigau de na   ko ga nakude nai Kami no kudoki ya,子のよなきをもふ心ハちがうでな,こがなくでな神のくときや
151,3,30,,,"As God desires to inform you quickly, you must understand whatever occurs.",hayabaya to Kami ga shirashite yaru hodoni   ikana koto demo shikato kikiwake,はや／＼と神がしらしてやるほどに,いかな事でもしかときゝわけ
152,3,31,,,"Lest there be any error in the minds of you parents, you had better ponder quickly.",oyaoya no kokoro chigai no nai yoni   hayaku shiyan o suru ga yoi zo ya,をや／＼の心ちがいのないよふに,はやくしやんをするがよいぞや
153,3,32,,,"If you are truly of a mind to save others, there is no need for the persuasion of God.",shinjitsu ni hito o tasukeru kokoro nara   Kami no kudoki wa nanimo nai zo ya,しんぢつに人をたすける心なら,神のくときハなにもないぞや
154,3,33,,,"The thought that all is well if the present is well for the self alone, is entirely mistaken.",meme ni imasai yokuba yoki koto to   omou kokoro wa mina chigau de na,めへ／＼にいまさいよくばよき事と,をもふ心ハみなちがうでな
155,3,34,,,"However broad a way you may have set out on, you do not see the narrow lane that is in your future.",degake kara ikana omichi toritemo   sue ni hosomichi miete nai kara,てがけからいかなをふみちとふりても,すゑのほそみちみゑてないから
156,3,35,,,"As you human beings are shallow, you can never see where your paths will lead in the future.",ningen wa azanai mono de aru karani   sue no michisuji sarani wakaran,にんけんハあざないものであるからに,すゑのみちすじさらにわからん
157,3,36,,1,Do not complain about your present situation. A broad path will appear ahead of you.,ima no koto nanimo yu dewa nai hodoni   saki no okwan michi ga mieru de,いまの事なにもゆうでハないほどに,さきのをふくハんみちがみへるで
158,3,37,,1,Do not grieve over whatever path you are now on. Take delight in the main path that lies ahead.,ima no michi ikana michi demo nagekuna yo   saki no honmichi tanoshun de iyo,いまのみちいかなみちでもなけくなよ,さきのほんみちたのしゆでいよ
159,3,38,1,,"If you are truly of a mind to save others single-heartedly, I shall firmly accept you, even if you say nothing.",shinjitsu ni tasuke ichijo no kokoro nara   nani yuwai demo shikato uketoru,しんぢつにたすけ一ぢよの心なら,なにゆハいでもしかとうけとる
160,3,39,,,Words of flattery are unwanted. If only there is sincerity in the core of your mind...,kuchi saki no tsuisho bakari wa iran mono   shin no kokoro ni makoto aru nara,口さきのついしよはかりハいらんもの,しんの心にまことあるなら
161,3,40,1,,This universe is the body of God. Ponder this in all matters step by step.,dandan to nani goto nitemo kono yo wa   Kami no karada ya shiyan shite miyo,たん／＼となに事にてもこのよふわ,神のからだやしやんしてみよ
162,3,41,1,,All human bodies are things lent by God. With what thought are you using them?,ningen wa minamina Kami no kashimono ya   nanto omote tsukote iru yara,にんけんハみな／＼神のかしものや,なんとをもふてつこているやら
163,3,42,,,"This year, I shall begin marvelous things. I shall do things you have never known before.",kotoshi niwa mezurashi koto o hajime kake   imamade shiranu koto o suru zo ya,ことしにハめつらし事をはじめかけ,いまゝでしらぬ事をするぞや
164,3,43,,,"Until now, you have understood everything in an ordinary way. From now on, you will understand from your innermost heart.",imamade wa nani yono koto mo sekainami   korekara wakaru mune no uchi yori,いまゝでハなによの事もせかいなみ,これからわかるむねのうちより
165,3,44,,,"This time, I begin the single-hearted salvation after having tested it on Myself.",konotabi wa tasuke ichijo ni kakaru no mo   waga mi no tameshi kakaritaru ue,このたびハたすけ一ちよにかゝるのも,わがみのためしかゝりたるうゑ
166,3,45,1,,"This salvation is not brought about by formulas of worship, or by exorcism, or by calling on oracles.",tasuke demo ogami kito de ikude nashi   ukagai tatete iku de nakeredo,たすけでもをかみきとふでいくてなし,うかがいたてゝいくでなけれど
167,3,46,,,"At this place, I shall teach everything. Be single-hearted with God, and from your innermost heart...",kono tokoro yorozu no koto o tokikikasu   Kami ichijo de mune no uchi yori,このところよろつの事をときゝかす,神いちじよでむねのうちより
