verse_id,part,verse,in_doctrine,in_life_of_oyasama,pt,en_6th_ed,ro,jp1,jp2,kanji,english
68,1,68,,,"Das cinco pessoas existentes, deixem duas em casa, as outras três ficarão a encargo de Deus.","Of the five, keep two at home. God will take charge of the other three.",go nin aru naka no ni nin wa uchi ni oke   ato san nin wa Kami no hikiuke,五人あるなかのにゝんハうちにをけ,あと三人ハ神のひきうけ,五人有る中の二人は内に置け   後三人は神の引き受け,"Of the five young ones, you may keep two at your home, but God will take charge of the other three."
69,1,69,,,"Observando os fatos do mundo por todas as épocas, procurem refletir acalmando o espírito.",Look at things in the world and through all ages. Calm your mind and ponder over them.,yorozuyo no sekai no koto o miharashite   kokoro shizumete shiyan shite miyo,よろづよのせかいの事をみはらして,心しづめてしやんしてみよ,万代の世界の事を見晴らして   心静めて思案してみよ,"Looking at things all over the world and through all ages, ponder deeply over them with a calm mind!"
70,1,70,,1,"Embora até agora também fosse o mundo de Deus, esta é a primeira vez que atuo como intermediário.","This has always been the world of God, but it is the first time that I act as a go-between.",imamade mo Kami no sekai de aru keredo   nakadachi suru wa ima ga hajime ya,いまゝても神のせかいであるけれど,なかだちするハ今がはじめや,今迄も神の世界で有るけれど   仲立ちするは今が初めや,"It has always been the world of God, yet this is the first time that I act as go-between."
71,1,71,,,"Doravante, as pessoas acharão ridículo. Entretanto, por mais que riam, isto é o mais importante.","People will think this is odd. But however much they may laugh, it is of prime importance.",korekara wa sekai no hito wa okashigaru   nanbo warotemo kore ga daiichi,これからハせかいの人ハをかしがる,なんぼハろてもこれが大一,これからは世界の人は可笑しがる   何ぼ笑てもこれが第一,"People of the world may think this match is odd. But however much they may laugh, this is the matter of prime importance."
72,1,72,,,As pessoas poderão estranhar o que estou fazendo. Deus deleita-se com o riso dos homens.,Perhaps people will say: What are you doing? But the laughter of people will be God's delight.,sekai niwa nani goto suru to yu de aro   hito no warai o Kami ga tanoshimu,せかいにハなに事するとゆうとであろ,人のハらいを神がたのしむ,世界には何事すると言うで有ろ   人の笑いを神が楽しむ,"People will ask: What is all this? Though people will laugh, God will take delight in their laughter."
73,1,73,,,O pensamento de cada um não está correto. O espírito de Deus é totalmente diferente.,The self-centered mind will not do. The mind of God differs entirely.,meme no omou kokoro wa ikan de na   Kami no kokoro wa mina chigau de na,めへめへのをもふ心ハいかんでな,神の心ハみなちがうでな,銘々の思う心はいかんでな   神の心は皆違うでな,One should not do as one pleases. The intention of God is completely different from that of man.
74,1,74,,1,Protejo-os unindo as predestinações das vidas anteriores. Isto se estabelecerá firme para todo o sempre.,I bring you together according to the causality of your previous lives and protect you. This settles the matter for all time.,zensho no innen yosete shugo suru   kore wa matsudai shikato osamaru,せんしよのいんねんよせてしうごふする,これハまつだいしかとをさまる,前生の因縁寄せて守護する   これは末代確と治まる,"Uniting the causality of your previous lives, I protect you. This is settled firmly forever."
75,2,1,,,"Doravante, começarei a abrir um amplo caminho e animarei o espírito de todas as pessoas.","From now, I shall begin to open a broad path. I shall make all minds in the world spirited.",korekara wa okwan michi o tsuke kakeru   sekai no kokoro mina isameru de,これからハをくハんみちをつけかける,せかいの心みないさめるで,これからは往還道を付け掛ける   世界の心皆勇めるで,From now on I will begin to construct a broad way and cheer up the minds of all people of the world.
76,2,2,,,O espírito dos superiores se animará a qualquer momento. O tempo oportuno tem chegado.,"Those in high places will come at any moment, spirited in mind. The appointed time has arrived.",kami taru wa kokoro isande kuru hodoni   nandoki ni kuru kokugen ga kita,上たるハ心いさんでくるほとに,なんどきにくるこくけんがきた,上たるは心勇んで来る程に   何時に来る刻限が来た,The upper people will come at any moment with their minds cheered up. The fixed time has already come.
77,2,3,,1,"Colhendo o chá e tendo terminado a sua tosa, o que surge depois é o Serviço Alegre.","After the tea is picked and the plants are trimmed, the Joyous Service will follow.",cha tsunde ato karitorite shimota nara   ato i deru no wa Yoki-zutome ya,ちやつんであとかりとりてしもたなら,あといでるのハよふきづとめや,茶摘んで後刈り取りてしもたなら   後へ出るのは陽気づとめや,"When you have finished nipping the buds of the tea plant and mowing the leaves, then the Yoki-Zutome, the Joyous Service, will begin."
78,2,4,,1,De onde pensam que virá este Serviço? Os superiores virão a entusiasmar-se.,From where do you think this Service comes? The people in high places will become spirited.,kono Tsutome doko kara kuru to omou kana   kami taru tokoro isami kuru zo ya,このつとめとこからくるとをもうかな,上たるところいさみくるぞや,この勤め何処から来ると思うかな   上たる所勇み来るぞや,Where do you think this Service comes from? The upper people will become cheered.
79,2,5,,,Realizar gradualmente todas as coisas extraordinárias é a providência de Deus.,"Step by step, the providence of God will bring about every new and marvelous working.",dandan to Kami no shugo to yu mono wa   mezurashi koto o mina shikakeru de,たん／＼と神のしゆごふとゆうものハ,めつらし事をみなしかけるで,段々と神の守護と言う物は   珍しい事を皆仕掛けるで,One by one the protection of God will set out to work any and every remarkable event.
80,2,6,,,"Dia a dia, sobre a instância do espírito de Deus, o que todas as pessoas estão pensando?","Day after day, the mind of God hastens. What are all of you thinking of it?",nichinichi ni Kami no kokoro no sekikomi o   mina ichiretsu wa nanto omoteru,にち／＼に神の心のせきこみを,みないちれつハなんとをもてる,日々に神の心の急き込みを   皆一列は何と思うて居る,"Day by day the mind of God is impatiently hastening. What are you, all mankind, thinking of it?"
81,2,7,1,1,"Seja no que for, não existem dores nem doenças em absoluto. São a instância e orientação de Deus.",Illness and pain of whatever kind do not exist. They are none other than the hastening and guidance of God.,nani nitemo yamai itami wa sarani nashi   Kami no sekikomi tebiki naru zo ya,なにゝてもやまいいたみハさらになし,神のせきこみてびきなるそや,何にても病痛みは更に無し   神の急き込み手引きなるぞや,Illness and pain of whatever kind do not exist. They are nothing but the hastening and guidance of God.
82,2,8,,1,"Se indagarem o porquê da minha instância, é por desejar reunir o pessoal do Serviço.","The reason for My hastening, if you should ask, is that I desire performers for the Service.",sekikomi mo naniyue naru to yu naraba   Tsutome no ninju hoshii koto kara,せきこみもなにゆへなるとゆうならば,つとめのにんぢうほしい事から,急き込みも何故なると言うならば   勤めの人衆欲しい事から,The reason why I am so impatiently hastening is that I desire to gather up the members for the Service.
83,2,9,,,O que estão pensando ser este Serviço? É somente o preparo de todas as salvações.,What do you think this Service is? It is none other than the means to universal salvation.,kono Tsutome nanno koto ya to omote iru   yorozu tasuke no moyo bakari o,このつとめなんの事やとをもている,よろづたすけのもよふばかりを,この勤め何の事やと思うて居る   万救けの模様ばかりを,What do you think this Service is? It is nothing but the means to save you from any and every distress.
